time,X,Y,Z
1.28,0.8009999990463257,0.2980000078678131,-0.5659999847412109
1.32,0.7749999761581421,0.29499998688697815,-0.5529999732971191
1.36,0.75,0.28999999165534973,-0.5770000219345093
1.4,0.7229999899864197,0.28700000047683716,-0.5960000157356262
1.44,0.7059999704360962,0.2879999876022339,-0.5989999771118164
1.48,0.7139999866485596,0.2980000078678131,-0.621999979019165
1.52,0.753000020980835,0.29600000381469727,-0.6349999904632568
1.56,0.7419999837875366,0.2720000147819519,-0.5730000138282776
1.6,0.7089999914169312,0.2460000067949295,-0.4909999966621399
1.64,0.7129999995231628,0.22599999606609344,-0.5
1.68,0.7450000047683716,0.2160000056028366,-0.5350000262260437
1.72,0.8109999895095825,0.23600000143051147,-0.5019999742507935
1.76,0.8790000081062317,0.30300000309944153,-0.41100001335144043
1.8,0.9309999942779541,0.40700000524520874,-0.3479999899864197
1.84,0.9319999814033508,0.4959999918937683,-0.3490000069141388
1.88,0.9070000052452087,0.527999997138977,-0.43799999356269836
1.92,0.9100000262260437,0.527999997138977,-0.5989999771118164
1.96,0.9049999713897705,0.5099999904632568,-0.6769999861717224
2.0,0.8809999823570251,0.5139999985694885,-0.625
2.04,0.8600000143051147,0.5170000195503235,-0.5410000085830688
2.08,0.8500000238418579,0.5230000019073486,-0.44600000977516174
2.12,0.8240000009536743,0.503000020980835,-0.3869999945163727
2.16,0.8050000071525574,0.4740000069141388,-0.3400000035762787
2.2,0.7910000085830688,0.4390000104904175,-0.31200000643730164
2.24,0.7889999747276306,0.3889999985694885,-0.25699999928474426
2.28,0.8109999895095825,0.3400000035762787,-0.15700000524520874
2.32,0.8190000057220459,0.3140000104904175,-0.10599999874830246
2.36,0.7870000004768372,0.31700000166893005,-0.14499999582767487
2.4,0.7110000252723694,0.33500000834465027,-0.23499999940395355
2.44,0.6309999823570251,0.3370000123977661,-0.32600000500679016
2.48,0.5920000076293945,0.3310000002384186,-0.36500000953674316
2.52,0.5709999799728394,0.32600000500679016,-0.35600000619888306
2.56,0.5870000123977661,0.32600000500679016,-0.32199999690055847
2.6,0.6370000243186951,0.328000009059906,-0.32100000977516174
2.64,0.6840000152587891,0.33399999141693115,-0.3580000102519989
2.68,0.734000027179718,0.3400000035762787,-0.4000000059604645
2.72,0.8339999914169312,0.33000001311302185,-0.4059999883174896
2.76,0.9660000205039978,0.32600000500679016,-0.36899998784065247
2.8,1.0670000314712524,0.3269999921321869,-0.34599998593330383
2.84,1.1130000352859497,0.3449999988079071,-0.3319999873638153
2.88,1.1089999675750732,0.3709999918937683,-0.32600000500679016
2.92,1.121999979019165,0.46700000762939453,-0.3009999990463257
2.96,1.0770000219345093,0.609000027179718,-0.23899999260902405
3.0,1.0299999713897705,0.5960000157356262,-0.3009999990463257
3.04,1.0829999446868896,0.5440000295639038,-0.4390000104904175
3.08,1.1180000305175781,0.5170000195503235,-0.5109999775886536
3.12,1.0880000591278076,0.546999990940094,-0.45899999141693115
3.16,0.9829999804496765,0.5879999995231628,-0.3529999852180481
3.2,0.9039999842643738,0.6349999904632568,-0.23600000143051147
3.24,0.8610000014305115,0.6539999842643738,-0.1770000010728836
3.28,0.8420000076293945,0.6240000128746033,-0.2160000056028366
3.32,0.8320000171661377,0.5699999928474426,-0.26499998569488525
3.36,0.8199999928474426,0.531000018119812,-0.31700000166893005
3.4,0.7950000166893005,0.49900001287460327,-0.37599998712539673
3.44,0.7350000143051147,0.47200000286102295,-0.34200000762939453
3.48,0.6639999747276306,0.44999998807907104,-0.20499999821186066
3.52,0.6209999918937683,0.4359999895095825,-0.09000000357627869
3.56,0.5979999899864197,0.44600000977516174,-0.02800000086426735
3.6,0.6010000109672546,0.48100000619888306,-0.02199999988079071
3.64,0.6060000061988831,0.5220000147819519,-0.012000000104308128
3.68,0.609000027179718,0.5569999814033508,-0.00800000037997961
3.72,0.625,0.5830000042915344,-0.03999999910593033
3.76,0.6449999809265137,0.5979999899864197,-0.07900000363588333
3.8,0.6470000147819519,0.5989999771118164,-0.10999999940395355
3.84,0.6589999794960022,0.6100000143051147,-0.05400000140070915
3.88,0.6959999799728394,0.6200000047683716,-0.035999998450279236
3.92,0.7440000176429749,0.6159999966621399,-0.06400000303983688
3.96,0.8130000233650208,0.621999979019165,-0.0820000022649765
4.0,0.8980000019073486,0.765999972820282,0.0010000000474974513
4.04,0.7630000114440918,0.8560000061988831,0.11400000005960464
4.08,0.6359999775886536,0.7749999761581421,0.012000000104308128
4.12,0.8539999723434448,0.796999990940094,-0.14100000262260437
4.16,1.065000057220459,0.8600000143051147,-0.18299999833106995
4.2,1.0399999618530273,0.8500000238418579,-0.09399999678134918
4.24,0.9589999914169312,0.7960000038146973,0.06199999898672104
4.28,0.9549999833106995,0.7319999933242798,0.0949999988079071
4.32,0.9380000233650208,0.6389999985694885,0.02500000037252903
4.36,0.859000027179718,0.515999972820282,-0.026000000536441803
4.4,0.765999972820282,0.4009999930858612,-0.03099999949336052
4.44,0.7080000042915344,0.32899999618530273,0.012000000104308128
4.48,0.6299999952316284,0.28600001335144043,0.04100000113248825
4.52,0.5740000009536743,0.2930000126361847,0.1379999965429306
4.56,0.5350000262260437,0.32899999618530273,0.1379999965429306
4.6,0.5080000162124634,0.3580000102519989,0.04100000113248825
4.64,0.5339999794960022,0.37700000405311584,-0.061000000685453415
4.68,0.5910000205039978,0.38100001215934753,-0.1469999998807907
4.72,0.6729999780654907,0.39399999380111694,-0.14000000059604645
4.76,0.7450000047683716,0.4169999957084656,-0.08900000154972076
4.8,0.8399999737739563,0.4560000002384186,-0.017000000923871994
4.84,0.9789999723434448,0.49300000071525574,0.06800000369548798
4.88,1.1139999628067017,0.5260000228881836,0.09399999678134918
4.92,1.2350000143051147,0.5559999942779541,0.02500000037252903
4.96,1.4010000228881836,0.6790000200271606,-0.02800000086426735
5.0,1.4930000305175781,0.9419999718666077,-0.007000000216066837
5.04,1.3359999656677246,0.8410000205039978,-0.012000000104308128
5.08,1.3550000190734863,0.6169999837875366,-0.05400000140070915
5.12,1.3849999904632568,0.6110000014305115,-0.13899999856948853
5.16,1.2170000076293945,0.746999979019165,-0.20000000298023224
5.2,0.9309999942779541,0.8100000023841858,-0.16699999570846558
5.24,0.7699999809265137,0.7929999828338623,-0.09000000357627869
5.28,0.781000018119812,0.7409999966621399,0.004999999888241291
5.32,0.8289999961853027,0.6539999842643738,0.008999999612569809
5.36,0.8059999942779541,0.5609999895095825,-0.0729999989271164
5.4,0.7850000262260437,0.4950000047683716,-0.1550000011920929
5.44,0.7710000276565552,0.47600001096725464,-0.14000000059604645
5.48,0.7139999866485596,0.47200000286102295,-0.06499999761581421
5.52,0.6359999775886536,0.4790000021457672,0.028999999165534973
5.56,0.578000009059906,0.48899999260902405,0.07100000232458115
5.6,0.5600000023841858,0.5320000052452087,0.06700000166893005
5.64,0.5540000200271606,0.5809999704360962,0.004000000189989805
5.68,0.5329999923706055,0.625,-0.03999999910593033
5.72,0.5299999713897705,0.6589999794960022,0.023000000044703484
5.76,0.5180000066757202,0.6869999766349792,0.08100000023841858
5.8,0.5210000276565552,0.6949999928474426,0.07400000095367432
5.84,0.5130000114440918,0.6729999780654907,0.007000000216066837
5.88,0.5130000114440918,0.6579999923706055,-0.05000000074505806
5.92,0.5080000162124634,0.6449999809265137,-0.07000000029802322
5.96,0.5410000085830688,0.6370000243186951,-0.04100000113248825
6.0,0.6069999933242798,0.6169999837875366,-0.006000000052154064
6.04,0.7599999904632568,0.8320000171661377,0.17900000512599945
6.08,0.6179999709129333,0.9620000123977661,0.3100000023841858
6.12,0.48899999260902405,0.8640000224113464,0.1770000010728836
6.16,0.781000018119812,0.8790000081062317,-0.00800000037997961
6.2,1.090000033378601,0.9490000009536743,-0.05000000074505806
6.24,1.1019999980926514,0.9390000104904175,0.06499999761581421
6.28,1.0260000228881836,0.871999979019165,0.1860000044107437
6.32,1.0729999542236328,0.7739999890327454,0.20200000703334808
6.36,1.093999981880188,0.6179999709129333,0.1599999964237213
6.4,0.996999979019165,0.4490000009536743,0.13099999725818634
6.44,0.8420000076293945,0.3330000042915344,0.09000000357627869
6.48,0.722000002861023,0.28299999237060547,0.027000000700354576
6.52,0.6460000276565552,0.2849999964237213,-0.004999999888241291
6.56,0.5680000185966492,0.30399999022483826,0.00800000037997961
6.6,0.5339999794960022,0.31700000166893005,0.039000000804662704
6.64,0.5410000085830688,0.3319999873638153,0.035999998450279236
6.68,0.5830000042915344,0.35100001096725464,-0.004000000189989805
6.72,0.6690000295639038,0.36500000953674316,-0.02500000037252903
6.76,0.7639999985694885,0.3799999952316284,-0.00800000037997961
6.8,0.8550000190734863,0.41999998688697815,0.004000000189989805
6.84,0.9570000171661377,0.4749999940395355,0.010999999940395355
6.88,1.0720000267028809,0.5299999713897705,0.012000000104308128
6.92,1.194000005722046,0.5730000138282776,0.023000000044703484
6.96,1.2860000133514404,0.5879999995231628,0.04399999976158142
7.0,1.3329999446868896,0.5740000009536743,0.08699999749660492
7.04,1.3669999837875366,0.6669999957084656,0.1420000046491623
7.08,1.2990000247955322,0.8920000195503235,0.14399999380111694
7.12,1.0889999866485596,0.8029999732971191,0.04699999839067459
7.16,1.1130000352859497,0.609000027179718,-0.006000000052154064
7.2,1.149999976158142,0.5740000009536743,-0.08799999952316284
7.24,0.984000027179718,0.6859999895095825,-0.09700000286102295
7.28,0.7879999876022339,0.7609999775886536,-0.06199999898672104
7.32,0.7360000014305115,0.7580000162124634,-0.03099999949336052
7.36,0.8289999961853027,0.7260000109672546,0.0020000000949949026
7.4,0.8889999985694885,0.6660000085830688,0.0
7.44,0.8889999985694885,0.5849999785423279,0.0020000000949949026
7.48,0.8569999933242798,0.5230000019073486,0.014000000432133675
7.52,0.8059999942779541,0.5130000114440918,0.009999999776482582
7.56,0.7260000109672546,0.5289999842643738,-0.0010000000474974513
7.6,0.628000020980835,0.5550000071525574,0.004999999888241291
7.64,0.5490000247955322,0.5680000185966492,0.006000000052154064
7.68,0.5339999794960022,0.5910000205039978,0.02199999988079071
7.72,0.550000011920929,0.6179999709129333,0.03099999949336052
7.76,0.5389999747276306,0.6470000147819519,0.032999999821186066
7.8,0.5199999809265137,0.6629999876022339,0.02800000086426735
7.84,0.503000020980835,0.6710000038146973,0.04600000008940697
7.88,0.503000020980835,0.6679999828338623,0.07100000232458115
7.92,0.527999997138977,0.640999972820282,0.07800000160932541
7.96,0.550000011920929,0.6150000095367432,0.054999999701976776
8.0,0.5550000071525574,0.6140000224113464,0.017000000923871994
8.04,0.5490000247955322,0.6209999918937683,-0.0
8.08,0.5870000123977661,0.6620000004768372,0.028999999165534973
8.12,0.6729999780654907,0.8080000281333923,0.13699999451637268
8.16,0.6610000133514404,0.9369999766349792,0.20800000429153442
8.2,0.6269999742507935,0.8740000128746033,0.13199999928474426
8.24,0.8309999704360962,0.8159999847412109,0.05999999865889549
8.28,1.0130000114440918,0.8119999766349792,0.0729999989271164
8.32,1.0520000457763672,0.8309999704360962,0.17800000309944153
8.36,1.0169999599456787,0.8069999814033508,0.25999999046325684
8.4,1.031999945640564,0.765999972820282,0.27300000190734863
8.44,1.0219999551773071,0.7070000171661377,0.25999999046325684
8.48,0.9319999814033508,0.6069999933242798,0.2709999978542328
8.52,0.8289999961853027,0.492000013589859,0.2639999985694885
8.56,0.7689999938011169,0.4090000092983246,0.2150000035762787
8.6,0.7239999771118164,0.3720000088214874,0.1720000058412552
8.64,0.6499999761581421,0.3630000054836273,0.12700000405311584
8.68,0.5910000205039978,0.3610000014305115,0.06800000369548798
8.72,0.5789999961853027,0.3529999852180481,0.03500000014901161
8.76,0.6209999918937683,0.3449999988079071,0.029999999329447746
8.8,0.6629999876022339,0.34700000286102295,0.023000000044703484
8.84,0.6880000233650208,0.3630000054836273,-0.013000000268220901
8.88,0.7210000157356262,0.3779999911785126,-0.052000001072883606
8.92,0.8029999732971191,0.3919999897480011,-0.024000000208616257
8.96,0.9139999747276306,0.43299999833106995,0.12099999934434891
9.0,1.0119999647140503,0.4790000021457672,0.2619999945163727
9.04,1.1139999628067017,0.5809999704360962,0.32100000977516174
9.08,1.3040000200271606,0.8880000114440918,0.3160000145435333
9.12,1.305999994277954,0.972000002861023,0.23999999463558197
9.16,1.3589999675750732,0.7799999713897705,0.15199999511241913
9.2,1.402999997138977,0.6610000133514404,0.06499999761581421
9.24,1.2549999952316284,0.7289999723434448,-0.07699999958276749
9.28,0.9440000057220459,0.800000011920929,-0.1679999977350235
9.32,0.7639999985694885,0.7990000247955322,-0.11900000274181366
9.36,0.7960000038146973,0.7670000195503235,0.019999999552965164
9.4,0.8569999933242798,0.7160000205039978,0.13600000739097595
9.44,0.8460000157356262,0.6340000033378601,0.1679999977350235
9.48,0.8009999990463257,0.5600000023841858,0.14300000667572021
9.52,0.7519999742507935,0.5260000228881836,0.039000000804662704
9.56,0.6990000009536743,0.5249999761581421,-0.07100000232458115
9.6,0.6209999918937683,0.5299999713897705,-0.1080000028014183
9.64,0.5600000023841858,0.5350000262260437,-0.04399999976158142
9.68,0.5339999794960022,0.5370000004768372,0.024000000208616257
9.72,0.5239999890327454,0.5600000023841858,0.05700000002980232
9.76,0.5109999775886536,0.5809999704360962,0.041999999433755875
9.8,0.4950000047683716,0.6039999723434448,0.03500000014901161
9.84,0.48899999260902405,0.6209999918937683,0.04899999871850014
9.88,0.4869999885559082,0.6399999856948853,0.07599999755620956
9.92,0.5,0.6669999957084656,0.05900000035762787
9.96,0.5320000052452087,0.6800000071525574,-0.004999999888241291
10.0,0.6000000238418579,0.6959999799728394,-0.039000000804662704
10.04,0.652999997138977,0.699999988079071,-0.03099999949336052
10.08,0.699999988079071,0.7269999980926514,0.03200000151991844
10.12,0.7540000081062317,0.8650000095367432,0.13300000131130219
10.16,0.7039999961853027,0.9729999899864197,0.164000004529953
10.2,0.656000018119812,0.8809999823570251,0.06700000166893005
10.24,0.8320000171661377,0.7639999985694885,-0.008999999612569809
10.28,1.0130000114440918,0.7450000047683716,0.04500000178813934
10.32,1.0,0.7900000214576721,0.1509999930858612
10.36,0.8889999985694885,0.7850000262260437,0.17399999499320984
10.4,0.9010000228881836,0.7319999933242798,0.16300000250339508
10.44,0.949999988079071,0.6639999747276306,0.1979999989271164
10.48,0.9049999713897705,0.5690000057220459,0.3019999861717224
10.52,0.8169999718666077,0.46299999952316284,0.42800000309944153
10.56,0.7450000047683716,0.3959999978542328,0.4429999887943268
10.6,0.6919999718666077,0.38600000739097595,0.3319999873638153
10.64,0.6660000085830688,0.4189999997615814,0.19599999487400055
10.68,0.6349999904632568,0.4480000138282776,0.11299999803304672
10.72,0.6060000061988831,0.4659999907016754,0.08399999886751175
10.76,0.6060000061988831,0.47600001096725464,0.061000000685453415
10.8,0.6259999871253967,0.4880000054836273,0.03099999949336052
10.84,0.6740000247955322,0.49399998784065247,0.023000000044703484
10.88,0.722000002861023,0.5009999871253967,0.04600000008940697
10.92,0.7720000147819519,0.5019999742507935,0.06700000166893005
10.96,0.8399999737739563,0.49799999594688416,0.09700000286102295
11.0,0.9279999732971191,0.5080000162124634,0.14000000059604645
11.04,1.0019999742507935,0.5460000038146973,0.1979999989271164
11.08,1.0360000133514404,0.5910000205039978,0.23100000619888306
11.12,1.0379999876022339,0.6309999823570251,0.20000000298023224
11.16,1.062999963760376,0.7329999804496765,0.14100000262260437
11.2,1.0499999523162842,0.8880000114440918,0.11900000274181366
11.24,1.0019999742507935,0.8059999942779541,0.08100000023841858
11.28,1.0750000476837158,0.6470000147819519,0.017999999225139618
11.32,1.059000015258789,0.5550000071525574,-0.06400000303983688
11.36,0.902999997138977,0.5600000023841858,-0.0989999994635582
11.4,0.75,0.6209999918937683,-0.07999999821186066
11.44,0.7039999961853027,0.6650000214576721,-0.061000000685453415
11.48,0.7860000133514404,0.6959999799728394,0.019999999552965164
11.52,0.875,0.7110000252723694,0.15000000596046448
11.56,0.8930000066757202,0.7139999866485596,0.23199999332427979
11.6,0.8669999837875366,0.7160000205039978,0.23100000619888306
11.64,0.8240000009536743,0.7269999980926514,0.14100000262260437
11.68,0.7990000247955322,0.7369999885559082,0.01600000075995922
11.72,0.7540000081062317,0.746999979019165,-0.04500000178813934
11.76,0.6790000200271606,0.7369999885559082,-0.02800000086426735
11.8,0.6240000128746033,0.7160000205039978,-0.0020000000949949026
11.84,0.5979999899864197,0.699999988079071,-0.006000000052154064
11.88,0.5680000185966492,0.6899999976158142,0.008999999612569809
11.92,0.5080000162124634,0.6819999814033508,0.06700000166893005
11.96,0.45899999141693115,0.6660000085830688,0.11699999868869781
12.0,0.4480000138282776,0.6579999923706055,0.10700000077486038
12.04,0.45500001311302185,0.6470000147819519,0.06199999898672104
12.08,0.4740000069141388,0.640999972820282,0.03700000047683716
12.12,0.49399998784065247,0.6380000114440918,0.03200000151991844
12.16,0.5139999985694885,0.6439999938011169,0.05000000074505806
12.2,0.5389999747276306,0.6489999890327454,0.05700000002980232
12.24,0.5830000042915344,0.6460000276565552,0.054999999701976776
12.28,0.6359999775886536,0.6420000195503235,0.039000000804662704
12.32,0.6909999847412109,0.6740000247955322,0.0430000014603138
12.36,0.6990000009536743,0.7429999709129333,0.08399999886751175
12.4,0.7080000042915344,0.8790000081062317,0.14100000262260437
12.44,0.6959999799728394,0.9639999866485596,0.14800000190734863
12.48,0.7429999709129333,0.9259999990463257,0.07500000298023224
12.52,0.8619999885559082,0.8489999771118164,-0.013000000268220901
12.56,0.9129999876022339,0.7649999856948853,-0.10000000149011612
12.6,0.8949999809265137,0.6769999861717224,-0.13099999725818634
12.64,0.8730000257492065,0.6110000014305115,-0.10400000214576721
12.68,0.8700000047683716,0.578000009059906,-0.041999999433755875
12.72,0.8339999914169312,0.5709999799728394,0.04500000178813934
12.76,0.7710000276565552,0.5849999785423279,0.1379999965429306
12.8,0.7459999918937683,0.6029999852180481,0.19499999284744263
12.84,0.7680000066757202,0.621999979019165,0.2199999988079071
12.88,0.7929999828338623,0.6389999985694885,0.17900000512599945
12.92,0.7860000133514404,0.6549999713897705,0.0949999988079071
12.96,0.7649999856948853,0.6809999942779541,0.03700000047683716
13.0,0.7620000243186951,0.6930000185966492,0.006000000052154064
13.04,0.7870000004768372,0.6859999895095825,0.003000000026077032
13.08,0.8059999942779541,0.6700000166893005,0.02199999988079071
13.12,0.8059999942779541,0.6579999923706055,0.05000000074505806
13.16,0.7990000247955322,0.6520000100135803,0.08100000023841858
13.2,0.7860000133514404,0.6470000147819519,0.12700000405311584
13.24,0.781000018119812,0.6399999856948853,0.17000000178813934
13.28,0.7630000114440918,0.6330000162124634,0.17900000512599945
13.32,0.7329999804496765,0.6299999952316284,0.15600000321865082
13.36,0.7099999785423279,0.6309999823570251,0.1420000046491623
13.4,0.6909999847412109,0.625,0.12800000607967377
13.44,0.6930000185966492,0.6209999918937683,0.12099999934434891
13.48,0.6850000023841858,0.6200000047683716,0.11800000071525574
13.52,0.6700000166893005,0.6240000128746033,0.10199999809265137
13.56,0.6679999828338623,0.6370000243186951,0.0860000029206276
13.6,0.6859999895095825,0.6399999856948853,0.09600000083446503
13.64,0.7179999947547913,0.6359999775886536,0.11500000208616257
13.68,0.7360000014305115,0.6320000290870667,0.13300000131130219
13.72,0.7440000176429749,0.6340000033378601,0.12099999934434891
13.76,0.7490000128746033,0.6449999809265137,0.10199999809265137
13.8,0.75,0.656000018119812,0.09300000220537186
13.84,0.7409999966621399,0.6499999761581421,0.08799999952316284
13.88,0.7450000047683716,0.6389999985694885,0.08799999952316284
13.92,0.7670000195503235,0.6389999985694885,0.09000000357627869
13.96,0.7950000166893005,0.6510000228881836,0.07400000095367432
14.0,0.8299999833106995,0.6620000004768372,0.04800000041723251
14.04,0.8410000205039978,0.671999990940094,0.03099999949336052
14.08,0.8289999961853027,0.6700000166893005,0.04100000113248825
14.12,0.8069999814033508,0.6510000228881836,0.07100000232458115
14.16,0.7739999890327454,0.6330000162124634,0.08299999684095383
14.2,0.7570000290870667,0.6240000128746033,0.09000000357627869
14.24,0.7400000095367432,0.6269999742507935,0.11100000143051147
14.28,0.7120000123977661,0.6460000276565552,0.1420000046491623
14.32,0.6779999732971191,0.6759999990463257,0.14000000059604645
14.36,0.6570000052452087,0.7039999961853027,0.11800000071525574
14.4,0.6579999923706055,0.7319999933242798,0.09099999815225601
14.44,0.6729999780654907,0.7509999871253967,0.010999999940395355
14.48,0.6980000138282776,0.7459999918937683,-0.0430000014603138
14.52,0.7020000219345093,0.7210000157356262,-0.04699999839067459
14.56,0.7080000042915344,0.703000009059906,-0.08699999749660492
14.6,0.7170000076293945,0.6919999718666077,-0.11500000208616257
14.64,0.7160000205039978,0.6779999732971191,-0.0949999988079071
14.68,0.6990000009536743,0.6639999747276306,-0.05000000074505806
14.72,0.6679999828338623,0.656000018119812,-0.006000000052154064
14.76,0.6589999794960022,0.6510000228881836,0.017999999225139618
14.8,0.6809999942779541,0.6629999876022339,0.020999999716877937
14.84,0.7239999771118164,0.6690000295639038,0.012000000104308128
14.88,0.7609999775886536,0.671999990940094,0.024000000208616257
14.92,0.7599999904632568,0.6729999780654907,0.03700000047683716
14.96,0.7310000061988831,0.6800000071525574,0.024000000208616257
15.0,0.7089999914169312,0.6779999732971191,0.007000000216066837
15.04,0.6959999799728394,0.6570000052452087,0.008999999612569809
15.08,0.6990000009536743,0.628000020980835,0.02500000037252903
15.12,0.6909999847412109,0.6069999933242798,0.039000000804662704
15.16,0.6940000057220459,0.597000002861023,0.03400000184774399
15.2,0.7120000123977661,0.5960000157356262,0.027000000700354576
15.24,0.7250000238418579,0.5879999995231628,0.04899999871850014
15.28,0.7540000081062317,0.5929999947547913,0.09600000083446503
15.32,0.7829999923706055,0.6299999952316284,0.12700000405311584
15.36,0.7889999747276306,0.6890000104904175,0.13600000739097595
15.4,0.7990000247955322,0.8040000200271606,0.16300000250339508
15.44,0.7590000033378601,0.925000011920929,0.1850000023841858
15.48,0.6880000233650208,0.8500000238418579,0.0729999989271164
15.52,0.7559999823570251,0.6990000009536743,-0.09399999678134918
15.56,0.8399999737739563,0.6449999809265137,-0.16699999570846558
15.6,0.8059999942779541,0.6809999942779541,-0.1469999998807907
15.64,0.722000002861023,0.7459999918937683,-0.06700000166893005
15.68,0.7160000205039978,0.7699999809265137,-0.003000000026077032
15.72,0.7559999823570251,0.7609999775886536,0.05999999865889549
15.76,0.781000018119812,0.7429999709129333,0.09200000017881393
15.8,0.7540000081062317,0.7110000252723694,0.12700000405311584
15.84,0.7059999704360962,0.6570000052452087,0.14300000667572021
15.88,0.6679999828338623,0.6019999980926514,0.09399999678134918
15.92,0.6200000047683716,0.5690000057220459,0.010999999940395355
15.96,0.5559999942779541,0.5609999895095825,-0.020999999716877937
16.0,0.5189999938011169,0.5619999766349792,-0.019999999552965164
16.04,0.5139999985694885,0.5699999928474426,0.00800000037997961
16.08,0.5609999895095825,0.5740000009536743,0.07699999958276749
16.12,0.6520000100135803,0.5730000138282776,0.2070000022649765
16.16,0.6769999861717224,0.5809999704360962,0.31299999356269836
16.2,0.6970000267028809,0.6000000238418579,0.30000001192092896
16.24,0.7250000238418579,0.6140000224113464,0.16200000047683716
16.28,0.7450000047683716,0.6230000257492065,0.03799999877810478
16.32,0.7799999713897705,0.6320000290870667,-0.020999999716877937
16.36,0.8240000009536743,0.6499999761581421,-0.03200000151991844
16.4,0.8889999985694885,0.6470000147819519,-0.041999999433755875
16.44,0.9850000143051147,0.6269999742507935,-0.017000000923871994
16.48,1.0579999685287476,0.6230000257492065,0.0860000029206276
16.52,1.0750000476837158,0.7459999918937683,0.22699999809265137
16.56,1.00600004196167,0.8489999771118164,0.257999986410141
16.6,1.065000057220459,0.7730000019073486,0.22200000286102295
16.64,1.1660000085830688,0.6430000066757202,0.18799999356269836
16.68,1.1169999837875366,0.5920000076293945,0.17299999296665192
16.72,0.9480000138282776,0.6299999952316284,0.1509999930858612
16.76,0.8370000123977661,0.6959999799728394,0.10199999809265137
16.8,0.7879999876022339,0.7599999904632568,0.06499999761581421
16.84,0.7559999823570251,0.7799999713897705,0.05700000002980232
16.88,0.746999979019165,0.7490000128746033,0.05000000074505806
16.92,0.7680000066757202,0.6940000057220459,0.026000000536441803
16.96,0.7689999938011169,0.6620000004768372,0.006000000052154064
17.0,0.722000002861023,0.6620000004768372,-0.03200000151991844
17.04,0.6549999713897705,0.6660000085830688,-0.06700000166893005
17.08,0.5860000252723694,0.6620000004768372,-0.05400000140070915
17.12,0.5270000100135803,0.6539999842643738,-0.01600000075995922
17.16,0.4959999918937683,0.652999997138977,0.012000000104308128
17.2,0.48500001430511475,0.6539999842643738,0.029999999329447746
17.24,0.47999998927116394,0.6510000228881836,0.05299999937415123
17.28,0.4860000014305115,0.6489999890327454,0.08399999886751175
17.32,0.48399999737739563,0.6489999890327454,0.14100000262260437
17.36,0.47200000286102295,0.6439999938011169,0.18299999833106995
17.4,0.4819999933242798,0.6480000019073486,0.13600000739097595
17.44,0.5170000195503235,0.6489999890327454,0.041999999433755875
17.48,0.5509999990463257,0.6399999856948853,-0.008999999612569809
17.52,0.5889999866485596,0.628000020980835,-0.007000000216066837
17.56,0.6129999756813049,0.6209999918937683,0.061000000685453415
17.6,0.6349999904632568,0.625,0.1340000033378601
17.64,0.7210000157356262,0.7540000081062317,0.21299999952316284
17.68,0.7590000033378601,0.9599999785423279,0.28999999165534973
17.72,0.699999988079071,0.9440000057220459,0.2240000069141388
17.76,0.8899999856948853,0.9039999842643738,0.09300000220537186
17.8,1.0700000524520874,0.9399999976158142,0.06800000369548798
17.84,1.0379999876022339,0.996999979019165,0.13300000131130219
17.88,0.9449999928474426,0.9940000176429749,0.14499999582767487
17.92,0.9639999866485596,0.9509999752044678,0.06400000303983688
